Hand,Rank,OrderedRank
Ks,5c,2,8
Kh,5s,2,8
Kh,5h,2,8
Kh,5d,2,8
Kh,5c,2,8
Kd,5s,2,8
Kd,5h,2,8
Kd,5d,2,8
Kd,5c,2,8
Kc,5s,2,8
Kc,5h,2,8
Kc,5d,2,8
Kc,5c,2,8
Ks,4s,2,9
Ks,4h,2,9
Ks,4d,2,9
Ks,4c,2,9
Kh,4s,2,9
Kh,4h,2,9
Kh,4d,2,9
Kh,4c,2,9
Kd,4s,2,9
Kd,4h,2,9
Kd,4d,2,9
Kd,4c,2,9
Kc,4s,2,9
Kc,4h,2,9
Kc,4d,2,9
Kc,4c,2,9
Ks,3s,2,10
Ks,3h,2,10
Ks,3d,2,10
Ks,3c,2,10
Kh,3s,2,10
Kh,3h,2,10
Kh,3d,2,10
Kh,3c,2,10
Kd,3s,2,10
Kd,3h,2,10
Kd,3d,2,10
Kd,3c,2,10
Kc,3s,2,10
Kc,3h,2,10
Kc,3d,2,10
Kc,3c,2,10
Ks,2s,2,11
Ks,2h,2,11
Ks,2d,2,11
Ks,2c,2,11
Kh,2s,2,11
Kh,2h,2,11
Kh,2d,2,11
Kh,2c,2,11
Kd,2s,2,11
Kd,2h,2,11
Kd,2d,2,11
Kd,2c,2,11
Kc,2s,2,11
Kc,2h,2,11
Kc,2d,2,11
Kc,2c,2,11
Ks,As,2,12
Ks,Ah,2,12
Ks,Ad,2,12
Ks,Ac,2,12
Kh,As,2,12
Kh,Ah,2,12
Kh,Ad,2,12
Kh,Ac,2,12
Kd,As,2,12
Kd,Ah,2,12
Kd,Ad,2,12
Kd,Ac,2,12
Kc,As,2,12
Kc,Ah,2,12
Kc,Ad,2,12
Kc,Ac,2,12
Qs,Js,2,13
Qs,Jh,2,13
Qs,Jd,2,13
Qs,Jc,2,13
Qh,Js,2,13
Qh,Jh,2,13
Qh,Jd,2,13
Qh,Jc,2,13
Qd,Js,2,13
Qd,Jh,2,13
Qd,Jd,2,13
Qd,Jc,2,13
Qc,Js,2,13
Qc,Jh,2,13
Qc,Jd,2,13
Qc,Jc,2,13
Qs,Ts,2,14
Qs,Th,2,14
Qs,Td,2,14
Qs,Tc,2,14
Qh,Ts,2,14
Qh,Th,2,14
Qh,Td,2,14
Qh,Tc,2,14
Qd,Ts,2,14
Qd,Th,2,14
Qd,Td,2,14
Qd,Tc,2,14
Qc,Ts,2,14
Qc,Th,2,14
Qc,Td,2,14
Qc,Tc,2,14
Qs,9s,2,15
Qs,9h,2,15
Qs,9d,2,15
Qs,9c,2,15
Qh,9s,2,15
Qh,9h,2,15
Qh,9d,2,15
Qh,9c,2,15
Qd,9s,2,15
Qd,9h,2,15
Qd,9d,2,15
Qd,9c,2,15
Qc,9s,2,15
Qc,9h,2,15
Qc,9d,2,15
Qc,9c,2,15
Qs,8s,2,16
Qs,8h,2,16
Qs,8d,2,16
Qs,8c,2,16
Qh,8s,2,16
Qh,8h,2,16
Qh,8d,2,16
Qh,8c,2,16
Qd,8s,2,16
Qd,8h,2,16
Qd,8d,2,16
Qd,8c,2,16
Qc,8s,2,16
Qc,8h,2,16
Qc,8d,2,16
Qc,8c,2,16
Qs,7s,2,17
Qs,7h,2,17
Qs,7d,2,17
Qs,7c,2,17
Qh,7s,2,17
Qh,7h,2,17
Qh,7d,2,17
Qh,7c,2,17
Qd,7s,2,17
Qd,7h,2,17
Qd,7d,2,17
Qd,7c,2,17
Qc,7s,2,17
Qc,7h,2,17
Qc,7d,2,17
Qc,7c,2,17
Qs,6s,2,18
Qs,6h,2,18
Qs,6d,2,18
Qs,6c,2,18
Qh,6s,2,18
Qh,6h,2,18
Qh,6d,2,18
Qh,6c,2,18
Qd,6s,2,18
Qd,6h,2,18
Qd,6d,2,18
Qd,6c,2,18
Qc,6s,2,18
Qc,6h,2,18
Qc,6d,2,18
Qc,6c,2,18
Qs,5s,2,19
Qs,5h,2,19
Qs,5d,2,19
Qs,5c,2,19
Qh,5s,2,19
Qh,5h,2,19
Qh,5d,2,19
Qh,5c,2,19
Qd,5s,2,19
Qd,5h,2,19
Qd,5d,2,19
Qd,5c,2,19
Qc,5s,2,19
Qc,5h,2,19
Qc,5d,2,19
Qc,5c,2,19
Qs,4s,2,20
Qs,4h,2,20
Qs,4d,2,20
Qs,4c,2,20
Qh,4s,2,20
Qh,4h,2,20
Qh,4d,2,20
Qh,4c,2,20
Qd,4s,2,20
Qd,4h,2,20
Qd,4d,2,20
Qd,4c,2,20
Qc,4s,2,20
Qc,4h,2,20
Qc,4d,2,20
Qc,4c,2,20
Qs,3s,2,21
Qs,3h,2,21
Qs,3d,2,21
Qs,3c,2,21
Qh,3s,2,21
Qh,3h,2,21
Qh,3d,2,21
Qh,3c,2,21
Qd,3s,2,21
Qd,3h,2,21
Qd,3d,2,21
Qd,3c,2,21
Qc,3s,2,21
Qc,3h,2,21
Qc,3d,2,21
Qc,3c,2,21
Qs,2s,2,22
Qs,2h,2,22
Qs,2d,2,22
Qs,2c,2,22
Qh,2s,2,22
Qh,2h,2,22
Qh,2d,2,22
Qh,2c,2,22
Qd,2s,2,22
Qd,2h,2,22
Qd,2d,2,22
Qd,2c,2,22
Qc,2s,2,22
Qc,2h,2,22
Qc,2d,2,22
Qc,2c,2,22
Qs,As,2,23
Qs,Ah,2,23
Qs,Ad,2,23
Qs,Ac,2,23
Qh,As,2,23
Qh,Ah,2,23
Qh,Ad,2,23
Qh,Ac,2,23
Qd,As,2,23
Qd,Ah,2,23
Qd,Ad,2,23
Qd,Ac,2,23
Qc,As,2,23
Qc,Ah,2,23
Qc,Ad,2,23
Qc,Ac,2,23
Js,Ts,2,24
Js,Th,2,24
Js,Td,2,24
Js,Tc,2,24
Jh,Ts,2,24
Jh,Th,2,24
Jh,Td,2,24
Jh,Tc,2,24
Jd,Ts,2,24
Jd,Th,2,24
Jd,Td,2,24
Jd,Tc,2,24
Jc,Ts,2,24
Jc,Th,2,24
Jc,Td,2,24
Jc,Tc,2,24
Js,9s,2,25
Js,9h,2,25
Js,9d,2,25
Js,9c,2,25
Jh,9s,2,25
Jh,9h,2,25
Jh,9d,2,25
Jh,9c,2,25
Jd,9s,2,25
Jd,9h,2,25
Jd,9d,2,25
Jd,9c,2,25
Jc,9s,2,25
Jc,9h,2,25
Jc,9d,2,25
Jc,9c,2,25
Js,8s,2,26
Js,8h,2,26
Js,8d,2,26
Js,8c,2,26
Jh,8s,2,26
Jh,8h,2,26
Jh,8d,2,26
Jh,8c,2,26
Jd,8s,2,26
Jd,8h,2,26
Jd,8d,2,26
Jd,8c,2,26
Jc,8s,2,26
Jc,8h,2,26
Jc,8d,2,26
Jc,8c,2,26
Js,7s,2,27
Js,7h,2,27
Js,7d,2,27
Js,7c,2,27
Jh,7s,2,27
Jh,7h,2,27
Jh,7d,2,27
Jh,7c,2,27
Jd,7s,2,27
Jd,7h,2,27
Jd,7d,2,27
Jd,7c,2,27
Jc,7s,2,27
Jc,7h,2,27
Jc,7d,2,27
Jc,7c,2,27
Js,6s,2,28
Js,6h,2,28
Js,6d,2,28
Js,6c,2,28
Jh,6s,2,28
Jh,6h,2,28
Jh,6d,2,28
Jh,6c,2,28
Jd,6s,2,28
Jd,6h,2,28
Jd,6d,2,28
Jd,6c,2,28
Jc,6s,2,28
Jc,6h,2,28
Jc,6d,2,28
Jc,6c,2,28
Js,5s,2,29
Js,5h,2,29
Js,5d,2,29
Js,5c,2,29
Jh,5s,2,29
Jh,5h,2,29
Jh,5d,2,29
Jh,5c,2,29
Jd,5s,2,29
Jd,5h,2,29
Jd,5d,2,29
Jd,5c,2,29
Jc,5s,2,29
Jc,5h,2,29
Jc,5d,2,29
Jc,5c,2,29
Js,4s,2,30
Js,4h,2,30
Js,4d,2,30
Js,4c,2,30
Jh,4s,2,30
Jh,4h,2,30
Jh,4d,2,30
Jh,4c,2,30
Jd,4s,2,30
Jd,4h,2,30
Jd,4d,2,30
Jd,4c,2,30
Jc,4s,2,30
Jc,4h,2,30
Jc,4d,2,30
Jc,4c,2,30
Js,3s,2,31
Js,3h,2,31
Js,3d,2,31
Js,3c,2,31
Jh,3s,2,31
Jh,3h,2,31
Jh,3d,2,31
Jh,3c,2,31
Jd,3s,2,31
Jd,3h,2,31
Jd,3d,2,31
Jd,3c,2,31
Jc,3s,2,31
Jc,3h,2,31
Jc,3d,2,31
Jc,3c,2,31
Js,2s,2,32
Js,2h,2,32
Js,2d,2,32
Js,2c,2,32
Jh,2s,2,32
Jh,2h,2,32
Jh,2d,2,32
Jh,2c,2,32
Jd,2s,2,32
Jd,2h,2,32
Jd,2d,2,32
Jd,2c,2,32
Jc,2s,2,32
Jc,2h,2,32
Jc,2d,2,32
Jc,2c,2,32
Js,As,2,33
Js,Ah,2,33
Js,Ad,2,33
Js,Ac,2,33
Jh,As,2,33
Jh,Ah,2,33
Jh,Ad,2,33
Jh,Ac,2,33
Jd,As,2,33
Jd,Ah,2,33
Jd,Ad,2,33
Jd,Ac,2,33
Jc,As,2,33
Jc,Ah,2,33
Jc,Ad,2,33
Jc,Ac,2,33
Ts,9s,2,34
Ts,9h,2,34
Ts,9d,2,34
Ts,9c,2,34
Th,9s,2,34
Th,9h,2,34
Th,9d,2,34
Th,9c,2,34
Td,9s,2,34
Td,9h,2,34
Td,9d,2,34
Td,9c,2,34
Tc,9s,2,34
Tc,9h,2,34
Tc,9d,2,34
Tc,9c,2,34
Ts,8s,2,35
Ts,8h,2,35
Ts,8d,2,35
Ts,8c,2,35
Th,8s,2,35
Th,8h,2,35
Th,8d,2,35
Th,8c,2,35
Td,8s,2,35
Td,8h,2,35
Td,8d,2,35
Td,8c,2,35
Tc,8s,2,35
Tc,8h,2,35
Tc,8d,2,35
Tc,8c,2,35
Ts,7s,2,36
Ts,7h,2,36
Ts,7d,2,36
Ts,7c,2,36
Th,7s,2,36
Th,7h,2,36
Th,7d,2,36
Th,7c,2,36
Td,7s,2,36
Td,7h,2,36
Td,7d,2,36
Td,7c,2,36
Tc,7s,2,36
Tc,7h,2,36
Tc,7d,2,36
Tc,7c,2,36
Ts,6s,2,37
Ts,6h,2,37
Ts,6d,2,37
Ts,6c,2,37
Th,6s,2,37
Th,6h,2,37
Th,6d,2,37
Th,6c,2,37
Td,6s,2,37
Td,6h,2,37
Td,6d,2,37
Td,6c,2,37
Tc,6s,2,37
Tc,6h,2,37
Tc,6d,2,37
Tc,6c,2,37
Ts,5s,2,38
Ts,5h,2,38
Ts,5d,2,38
Ts,5c,2,38
Th,5s,2,38
Th,5h,2,38
Th,5d,2,38
Th,5c,2,38
Td,5s,2,38
Td,5h,2,38
Td,5d,2,38
Td,5c,2,38
Tc,5s,2,38
Tc,5h,2,38
Tc,5d,2,38
Tc,5c,2,38
Ts,4s,2,39
Ts,4h,2,39
Ts,4d,2,39
Ts,4c,2,39
Th,4s,2,39
Th,4h,2,39
Th,4d,2,39
Th,4c,2,39
Td,4s,2,39
Td,4h,2,39
Td,4d,2,39
Td,4c,2,39
Tc,4s,2,39
Tc,4h,2,39
Tc,4d,2,39
Tc,4c,2,39
Ts,3s,2,40
Ts,3h,2,40
Ts,3d,2,40
Ts,3c,2,40
Th,3s,2,40
Th,3h,2,40
Th,3d,2,40
Th,3c,2,40
Td,3s,2,40
Td,3h,2,40
Td,3d,2,40
Td,3c,2,40
Tc,3s,2,40
Tc,3h,2,40
Tc,3d,2,40
Tc,3c,2,40
Ts,2s,2,41
Ts,2h,2,41
Ts,2d,2,41
Ts,2c,2,41
Th,2s,2,41
Th,2h,2,41
Th,2d,2,41
Th,2c,2,41
Td,2s,2,41
Td,2h,2,41
Td,2d,2,41
Td,2c,2,41
Tc,2s,2,41
Tc,2h,2,41
Tc,2d,2,41
Tc,2c,2,41
Ts,As,2,42
Ts,Ah,2,42
Ts,Ad,2,42
Ts,Ac,2,42
Th,As,2,42
Th,Ah,2,42
Th,Ad,2,42
Th,Ac,2,42
Td,As,2,42
Td,Ah,2,42
Td,Ad,2,42
Td,Ac,2,42
Tc,As,2,42
Tc,Ah,2,42
Tc,Ad,2,42
Tc,Ac,2,42
9s,8s,2,43
9s,8h,2,43
9s,8d,2,43
9s,8c,2,43
9h,8s,2,43
9h,8h,2,43
9h,8d,2,43
9h,8c,2,43
9d,8s,2,43
9d,8h,2,43
9d,8d,2,43
9d,8c,2,43
9c,8s,2,43
9c,8h,2,43
9c,8d,2,43
9c,8c,2,43
9s,7s,2,44
9s,7h,2,44
9s,7d,2,44
9s,7c,2,44
9h,7s,2,44
9h,7h,2,44
9h,7d,2,44
9h,7c,2,44
9d,7s,2,44
9d,7h,2,44
9d,7d,2,44
9d,7c,2,44
9c,7s,2,44
9c,7h,2,44
9c,7d,2,44
9c,7c,2,44
9s,6s,2,45
9s,6h,2,45
9s,6d,2,45
9s,6c,2,45
9h,6s,2,45
9h,6h,2,45
9h,6d,2,45
9h,6c,2,45
9d,6s,2,45
9d,6h,2,45
9d,6d,2,45
9d,6c,2,45
9c,6s,2,45
9c,6h,2,45
9c,6d,2,45
9c,6c,2,45
9s,5s,2,46
9s,5h,2,46
9s,5d,2,46
9s,5c,2,46
9h,5s,2,46
9h,5h,2,46
9h,5d,2,46
9h,5c,2,46
9d,5s,2,46
9d,5h,2,46
9d,5d,2,46
9d,5c,2,46
9c,5s,2,46
9c,5h,2,46
9c,5d,2,46
9c,5c,2,46
9s,4s,2,47
9s,4h,2,47
9s,4d,2,47
9s,4c,2,47
9h,4s,2,47
9h,4h,2,47
9h,4d,2,47
9h,4c,2,47
9d,4s,2,47
9d,4h,2,47
9d,4d,2,47
9d,4c,2,47
9c,4s,2,47
9c,4h,2,47
9c,4d,2,47
9c,4c,2,47
9s,3s,2,48
9s,3h,2,48
9s,3d,2,48
9s,3c,2,48
9h,3s,2,48
9h,3h,2,48
9h,3d,2,48
9h,3c,2,48
9d,3s,2,48
9d,3h,2,48
9d,3d,2,48
9d,3c,2,48
9c,3s,2,48
9c,3h,2,48
9c,3d,2,48
9c,3c,2,48
9s,2s,2,49
9s,2h,2,49
9s,2d,2,49
9s,2c,2,49
9h,2s,2,49
9h,2h,2,49
9h,2d,2,49
9h,2c,2,49
9d,2s,2,49
9d,2h,2,49
9d,2d,2,49
9d,2c,2,49
9c,2s,2,49
9c,2h,2,49
9c,2d,2,49
9c,2c,2,49
9s,As,2,50
9s,Ah,2,50
9s,Ad,2,50
9s,Ac,2,50
9h,As,2,50
9h,Ah,2,50
9h,Ad,2,50
9h,Ac,2,50
9d,As,2,50
9d,Ah,2,50
9d,Ad,2,50
9d,Ac,2,50
9c,As,2,50
9c,Ah,2,50
9c,Ad,2,50
9c,Ac,2,50
8s,7s,2,51
8s,7h,2,51
8s,7d,2,51
8s,7c,2,51
8h,7s,2,51
8h,7h,2,51
8h,7d,2,51
8h,7c,2,51
8d,7s,2,51
8d,7h,2,51
8d,7d,2,51
8d,7c,2,51
8c,7s,2,51
8c,7h,2,51
8c,7d,2,51
8c,7c,2,51
8s,6s,2,52
8s,6h,2,52
8s,6d,2,52
8s,6c,2,52
8h,6s,2,52
8h,6h,2,52
8h,6d,2,52
8h,6c,2,52
8d,6s,2,52
8d,6h,2,52
8d,6d,2,52
8d,6c,2,52
8c,6s,2,52
8c,6h,2,52
8c,6d,2,52
8c,6c,2,52
8s,5s,2,53
8s,5h,2,53
8s,5d,2,53
8s,5c,2,53
8h,5s,2,53
8h,5h,2,53
8h,5d,2,53
8h,5c,2,53
8d,5s,2,53
8d,5h,2,53
8d,5d,2,53
8d,5c,2,53
8c,5s,2,53
8c,5h,2,53
8c,5d,2,53
8c,5c,2,53
8s,4s,2,54
8s,4h,2,54
8s,4d,2,54
8s,4c,2,54
8h,4s,2,54
8h,4h,2,54
8h,4d,2,54
8h,4c,2,54
8d,4s,2,54
8d,4h,2,54
8d,4d,2,54
8d,4c,2,54
8c,4s,2,54
8c,4h,2,54
8c,4d,2,54
8c,4c,2,54
8s,3s,2,55
8s,3h,2,55
8s,3d,2,55
8s,3c,2,55
8h,3s,2,55
8h,3h,2,55
8h,3d,2,55
8h,3c,2,55
8d,3s,2,55
8d,3h,2,55
8d,3d,2,55
8d,3c,2,55
8c,3s,2,55
8c,3h,2,55
8c,3d,2,55
8c,3c,2,55
8s,2s,2,56
8s,2h,2,56
8s,2d,2,56
8s,2c,2,56
8h,2s,2,56
8h,2h,2,56
8h,2d,2,56
8h,2c,2,56
8d,2s,2,56
8d,2h,2,56
8d,2d,2,56
8d,2c,2,56
8c,2s,2,56
8c,2h,2,56
8c,2d,2,56
8c,2c,2,56
8s,As,2,57
8s,Ah,2,57
8s,Ad,2,57
8s,Ac,2,57
8h,As,2,57
8h,Ah,2,57
8h,Ad,2,57
8h,Ac,2,57
8d,As,2,57
8d,Ah,2,57
8d,Ad,2,57
8d,Ac,2,57
8c,As,2,57
8c,Ah,2,57
8c,Ad,2,57
8c,Ac,2,57
7s,6s,2,58
7s,6h,2,58
7s,6d,2,58
7s,6c,2,58
7h,6s,2,58
7h,6h,2,58
7h,6d,2,58
7h,6c,2,58
7d,6s,2,58
7d,6h,2,58
7d,6d,2,58
7d,6c,2,58
7c,6s,2,58
7c,6h,2,58
7c,6d,2,58
7c,6c,2,58
7s,5s,2,59
7s,5h,2,59
7s,5d,2,59
7s,5c,2,59
7h,5s,2,59
7h,5h,2,59
7h,5d,2,59
7h,5c,2,59
7d,5s,2,59
7d,5h,2,59
7d,5d,2,59
7d,5c,2,59
7c,5s,2,59
7c,5h,2,59
7c,5d,2,59
7c,5c,2,59
7s,4s,2,60
7s,4h,2,60
7s,4d,2,60
7s,4c,2,60
7h,4s,2,60
7h,4h,2,60
7h,4d,2,60
7h,4c,2,60
7d,4s,2,60
7d,4h,2,60
7d,4d,2,60
7d,4c,2,60
7c,4s,2,60
7c,4h,2,60
7c,4d,2,60
7c,4c,2,60
7s,3s,2,61
7s,3h,2,61
7s,3d,2,61
7s,3c,2,61
7h,3s,2,61
7h,3h,2,61
7h,3d,2,61
7h,3c,2,61
7d,3s,2,61
7d,3h,2,61
7d,3d,2,61
7d,3c,2,61
7c,3s,2,61
7c,3h,2,61
7c,3d,2,61
7c,3c,2,61
7s,2s,2,62
7s,2h,2,62
7s,2d,2,62
7s,2c,2,62
7h,2s,2,62
7h,2h,2,62
7h,2d,2,62
7h,2c,2,62
7d,2s,2,62
7d,2h,2,62
7d,2d,2,62
7d,2c,2,62
7c,2s,2,62
7c,2h,2,62
7c,2d,2,62
7c,2c,2,62
7s,As,2,63
7s,Ah,2,63
7s,Ad,2,63
7s,Ac,2,63
7h,As,2,63
7h,Ah,2,63
7h,Ad,2,63
7h,Ac,2,63
7d,As,2,63
7d,Ah,2,63
7d,Ad,2,63
7d,Ac,2,63
7c,As,2,63
7c,Ah,2,63
7c,Ad,2,63
7c,Ac,2,63
6s,5s,2,64
6s,5h,2,64
6s,5d,2,64
6s,5c,2,64
6h,5s,2,64
6h,5h,2,64
6h,5d,2,64
6h,5c,2,64
6d,5s,2,64
6d,5h,2,64
6d,5d,2,64
6d,5c,2,64
6c,5s,2,64
6c,5h,2,64
6c,5d,2,64
6c,5c,2,64
6s,4s,2,65
6s,4h,2,65
6s,4d,2,65
6s,4c,2,65
6h,4s,2,65
6h,4h,2,65
6h,4d,2,65
6h,4c,2,65
6d,4s,2,65
6d,4h,2,65
6d,4d,2,65
6d,4c,2,65
6c,4s,2,65
6c,4h,2,65
6c,4d,2,65
6c,4c,2,65
6s,3s,2,66
6s,3h,2,66
6s,3d,2,66
6s,3c,2,66
6h,3s,2,66
6h,3h,2,66
6h,3d,2,66
6h,3c,2,66
6d,3s,2,66
6d,3h,2,66
6d,3d,2,66
6d,3c,2,66
6c,3s,2,66
6c,3h,2,66
6c,3d,2,66
6c,3c,2,66
6s,2s,2,67
6s,2h,2,67
6s,2d,2,67
6s,2c,2,67
6h,2s,2,67
6h,2h,2,67
6h,2d,2,67
6h,2c,2,67
6d,2s,2,67
6d,2h,2,67
6d,2d,2,67
6d,2c,2,67
6c,2s,2,67
6c,2h,2,67
6c,2d,2,67
6c,2c,2,67
6s,As,2,68
6s,Ah,2,68
6s,Ad,2,68
6s,Ac,2,68
6h,As,2,68
6h,Ah,2,68
6h,Ad,2,68
6h,Ac,2,68
6d,As,2,68
6d,Ah,2,68
6d,Ad,2,68
6d,Ac,2,68
6c,As,2,68
6c,Ah,2,68
6c,Ad,2,68
6c,Ac,2,68
5s,4s,2,69
5s,4h,2,69
5s,4d,2,69
5s,4c,2,69
5h,4s,2,69
5h,4h,2,69
5h,4d,2,69
5h,4c,2,69
5d,4s,2,69
5d,4h,2,69
5d,4d,2,69
5d,4c,2,69
5c,4s,2,69
5c,4h,2,69
5c,4d,2,69
5c,4c,2,69
5s,3s,2,70
5s,3h,2,70
5s,3d,2,70
5s,3c,2,70
5h,3s,2,70
5h,3h,2,70
5h,3d,2,70
5h,3c,2,70
5d,3s,2,70
5d,3h,2,70
5d,3d,2,70
5d,3c,2,70
5c,3s,2,70
5c,3h,2,70
5c,3d,2,70
5c,3c,2,70
5s,2s,2,71
5s,2h,2,71
5s,2d,2,71
5s,2c,2,71
5h,2s,2,71
5h,2h,2,71
5h,2d,2,71
5h,2c,2,71
5d,2s,2,71
5d,2h,2,71
5d,2d,2,71
5d,2c,2,71
5c,2s,2,71
5c,2h,2,71
5c,2d,2,71
5c,2c,2,71
5s,As,2,72
5s,Ah,2,72
5s,Ad,2,72
5s,Ac,2,72
5h,As,2,72
5h,Ah,2,72
5h,Ad,2,72
5h,Ac,2,72
5d,As,2,72
5d,Ah,2,72
5d,Ad,2,72
5d,Ac,2,72
5c,As,2,72
5c,Ah,2,72
5c,Ad,2,72
5c,Ac,2,72
4s,3s,2,73
4s,3h,2,73
4s,3d,2,73
4s,3c,2,73
4h,3s,2,73
4h,3h,2,73
4h,3d,2,73
4h,3c,2,73
4d,3s,2,73
4d,3h,2,73
4d,3d,2,73
4d,3c,2,73
4c,3s,2,73
4c,3h,2,73
4c,3d,2,73
4c,3c,2,73
4s,2s,2,74
4s,2h,2,74
4s,2d,2,74
4s,2c,2,74
4h,2s,2,74
4h,2h,2,74
4h,2d,2,74
4h,2c,2,74
4d,2s,2,74
4d,2h,2,74
4d,2d,2,74
4d,2c,2,74
4c,2s,2,74
4c,2h,2,74
4c,2d,2,74
4c,2c,2,74
4s,As,2,75
4s,Ah,2,75
4s,Ad,2,75
4s,Ac,2,75
4h,As,2,75
4h,Ah,2,75
4h,Ad,2,75
4h,Ac,2,75
4d,As,2,75
4d,Ah,2,75
4d,Ad,2,75
4d,Ac,2,75
4c,As,2,75
4c,Ah,2,75
4c,Ad,2,75
4c,Ac,2,75
3s,2s,2,76
3s,2h,2,76
3s,2d,2,76
3s,2c,2,76
3h,2s,2,76
3h,2h,2,76
3h,2d,2,76
3h,2c,2,76
3d,2s,2,76
3d,2h,2,76
3d,2d,2,76
3d,2c,2,76
3c,2s,2,76
3c,2h,2,76
3c,2d,2,76
3c,2c,2,76
3s,As,2,77
3s,Ah,2,77
3s,Ad,2,77
3s,Ac,2,77
3h,As,2,77
3h,Ah,2,77
3h,Ad,2,77
3h,Ac,2,77
3d,As,2,77
3d,Ah,2,77
3d,Ad,2,77
3d,Ac,2,77
3c,As,2,77
3c,Ah,2,77
3c,Ad,2,77
3c,Ac,2,77
2s,As,2,78
2s,Ah,2,78
2s,Ad,2,78
2s,Ac,2,78
2h,As,2,78
2h,Ah,2,78
2h,Ad,2,78
2h,Ac,2,78
2d,As,2,78
2d,Ah,2,78
