Hand,Rank,OrderedRank
3s,2s,As,1,1
3s,2s,Ah,1,1
3s,2s,Ad,1,1
3s,2s,Ac,1,1
3s,2h,As,1,1
3s,2h,Ah,1,1
3s,2h,Ad,1,1
3s,2h,Ac,1,1
3s,2d,As,1,1
3s,2d,Ah,1,1
3s,2d,Ad,1,1
3s,2d,Ac,1,1
3s,2c,As,1,1
3s,2c,Ah,1,1
3s,2c,Ad,1,1
3s,2c,Ac,1,1
3h,2s,As,1,1
3h,2s,Ah,1,1
3h,2s,Ad,1,1
3h,2s,Ac,1,1
3h,2h,As,1,1
3h,2h,Ah,1,1
3h,2h,Ad,1,1
3h,2h,Ac,1,1
3h,2d,As,1,1
3h,2d,Ah,1,1
3h,2d,Ad,1,1
3h,2d,Ac,1,1
3h,2c,As,1,1
3h,2c,Ah,1,1
3h,2c,Ad,1,1
3h,2c,Ac,1,1
3d,2s,As,1,1
3d,2s,Ah,1,1
3d,2s,Ad,1,1
3d,2s,Ac,1,1
3d,2h,As,1,1
3d,2h,Ah,1,1
3d,2h,Ad,1,1
3d,2h,Ac,1,1
3d,2d,As,1,1
3d,2d,Ah,1,1
3d,2d,Ad,1,1
3d,2d,Ac,1,1
3d,2c,As,1,1
3d,2c,Ah,1,1
3d,2c,Ad,1,1
3d,2c,Ac,1,1
3c,2s,As,1,1
3c,2s,Ah,1,1
3c,2s,Ad,1,1
3c,2s,Ac,1,1
3c,2h,As,1,1
3c,2h,Ah,1,1
3c,2h,Ad,1,1
3c,2h,Ac,1,1
3c,2d,As,1,1
3c,2d,Ah,1,1
3c,2d,Ad,1,1
3c,2d,Ac,1,1
3c,2c,As,1,1
3c,2c,Ah,1,1
3c,2c,Ad,1,1
3c,2c,Ac,1,1
4s,2s,As,1,2
4s,2s,Ah,1,2
4s,2s,Ad,1,2
4s,2s,Ac,1,2
4s,2h,As,1,2
4s,2h,Ah,1,2
4s,2h,Ad,1,2
4s,2h,Ac,1,2
4s,2d,As,1,2
4s,2d,Ah,1,2
4s,2d,Ad,1,2
4s,2d,Ac,1,2
4s,2c,As,1,2
4s,2c,Ah,1,2
4s,2c,Ad,1,2
4s,2c,Ac,1,2
4h,2s,As,1,2
4h,2s,Ah,1,2
4h,2s,Ad,1,2
4h,2s,Ac,1,2
4h,2h,As,1,2
4h,2h,Ah,1,2
4h,2h,Ad,1,2
4h,2h,Ac,1,2
4h,2d,As,1,2
4h,2d,Ah,1,2
4h,2d,Ad,1,2
4h,2d,Ac,1,2
4h,2c,As,1,2
4h,2c,Ah,1,2
4h,2c,Ad,1,2
4h,2c,Ac,1,2
4d,2s,As,1,2
4d,2s,Ah,1,2
4d,2s,Ad,1,2
4d,2s,Ac,1,2
4d,2h,As,1,2
4d,2h,Ah,1,2
4d,2h,Ad,1,2
4d,2h,Ac,1,2
4d,2d,As,1,2
4d,2d,Ah,1,2
4d,2d,Ad,1,2
4d,2d,Ac,1,2
4d,2c,As,1,2
4d,2c,Ah,1,2
4d,2c,Ad,1,2
4d,2c,Ac,1,2
4c,2s,As,1,2
4c,2s,Ah,1,2
4c,2s,Ad,1,2
4c,2s,Ac,1,2
4c,2h,As,1,2
4c,2h,Ah,1,2
4c,2h,Ad,1,2
4c,2h,Ac,1,2
4c,2d,As,1,2
4c,2d,Ah,1,2
4c,2d,Ad,1,2
4c,2d,Ac,1,2
4c,2c,As,1,2
4c,2c,Ah,1,2
4c,2c,Ad,1,2
4c,2c,Ac,1,2
4s,3s,As,1,3
4s,3s,Ah,1,3
4s,3s,Ad,1,3
4s,3s,Ac,1,3
4s,3h,As,1,3
4s,3h,Ah,1,3
4s,3h,Ad,1,3
4s,3h,Ac,1,3
4s,3d,As,1,3
4s,3d,Ah,1,3
4s,3d,Ad,1,3
4s,3d,Ac,1,3
4s,3c,As,1,3
4s,3c,Ah,1,3
4s,3c,Ad,1,3
4s,3c,Ac,1,3
4h,3s,As,1,3
4h,3s,Ah,1,3
4h,3s,Ad,1,3
4h,3s,Ac,1,3
4h,3h,As,1,3
4h,3h,Ah,1,3
4h,3h,Ad,1,3
4h,3h,Ac,1,3
4h,3d,As,1,3
4h,3d,Ah,1,3
4h,3d,Ad,1,3
4h,3d,Ac,1,3
4h,3c,As,1,3
4h,3c,Ah,1,3
4h,3c,Ad,1,3
4h,3c,Ac,1,3
4d,3s,As,1,3
4d,3s,Ah,1,3
4d,3s,Ad,1,3
4d,3s,Ac,1,3
4d,3h,As,1,3
4d,3h,Ah,1,3
4d,3h,Ad,1,3
4d,3h,Ac,1,3
4d,3d,As,1,3
4d,3d,Ah,1,3
4d,3d,Ad,1,3
4d,3d,Ac,1,3
4d,3c,As,1,3
4d,3c,Ah,1,3
4d,3c,Ad,1,3
4d,3c,Ac,1,3
4c,3s,As,1,3
4c,3s,Ah,1,3
4c,3s,Ad,1,3
4c,3s,Ac,1,3
4c,3h,As,1,3
4c,3h,Ah,1,3
4c,3h,Ad,1,3
4c,3h,Ac,1,3
4c,3d,As,1,3
4c,3d,Ah,1,3
4c,3d,Ad,1,3
4c,3d,Ac,1,3
4c,3c,As,1,3
4c,3c,Ah,1,3
4c,3c,Ad,1,3
4c,3c,Ac,1,3
4s,3s,2s,1,4
4s,3s,2h,1,4
4s,3s,2d,1,4
4s,3s,2c,1,4
4s,3h,2s,1,4
4s,3h,2h,1,4
4s,3h,2d,1,4
4s,3h,2c,1,4
4s,3d,2s,1,4
4s,3d,2h,1,4
4s,3d,2d,1,4
4s,3d,2c,1,4
4s,3c,2s,1,4
4s,3c,2h,1,4
4s,3c,2d,1,4
4s,3c,2c,1,4
4h,3s,2s,1,4
4h,3s,2h,1,4
4h,3s,2d,1,4
4h,3s,2c,1,4
4h,3h,2s,1,4
4h,3h,2h,1,4
4h,3h,2d,1,4
4h,3h,2c,1,4
4h,3d,2s,1,4
4h,3d,2h,1,4
4h,3d,2d,1,4
4h,3d,2c,1,4
4h,3c,2s,1,4
4h,3c,2h,1,4
4h,3c,2d,1,4
4h,3c,2c,1,4
4d,3s,2s,1,4
4d,3s,2h,1,4
4d,3s,2d,1,4
4d,3s,2c,1,4
4d,3h,2s,1,4
4d,3h,2h,1,4
4d,3h,2d,1,4
4d,3h,2c,1,4
4d,3d,2s,1,4
4d,3d,2h,1,4
4d,3d,2d,1,4
4d,3d,2c,1,4
4d,3c,2s,1,4
4d,3c,2h,1,4
4d,3c,2d,1,4
4d,3c,2c,1,4
4c,3s,2s,1,4
4c,3s,2h,1,4
4c,3s,2d,1,4
4c,3s,2c,1,4
4c,3h,2s,1,4
4c,3h,2h,1,4
4c,3h,2d,1,4
4c,3h,2c,1,4
4c,3d,2s,1,4
4c,3d,2h,1,4
4c,3d,2d,1,4
4c,3d,2c,1,4
4c,3c,2s,1,4
4c,3c,2h,1,4
4c,3c,2d,1,4
4c,3c,2c,1,4
5s,2s,As,1,5
5s,2s,Ah,1,5
5s,2s,Ad,1,5
5s,2s,Ac,1,5
5s,2h,As,1,5
5s,2h,Ah,1,5
5s,2h,Ad,1,5
5s,2h,Ac,1,5
5s,2d,As,1,5
5s,2d,Ah,1,5
5s,2d,Ad,1,5
5s,2d,Ac,1,5
5s,2c,As,1,5
5s,2c,Ah,1,5
5s,2c,Ad,1,5
5s,2c,Ac,1,5
5h,2s,As,1,5
5h,2s,Ah,1,5
5h,2s,Ad,1,5
5h,2s,Ac,1,5
5h,2h,As,1,5
5h,2h,Ah,1,5
5h,2h,Ad,1,5
5h,2h,Ac,1,5
5h,2d,As,1,5
5h,2d,Ah,1,5
5h,2d,Ad,1,5
5h,2d,Ac,1,5
5h,2c,As,1,5
5h,2c,Ah,1,5
5h,2c,Ad,1,5
5h,2c,Ac,1,5
5d,2s,As,1,5
5d,2s,Ah,1,5
5d,2s,Ad,1,5
5d,2s,Ac,1,5
5d,2h,As,1,5
5d,2h,Ah,1,5
5d,2h,Ad,1,5
5d,2h,Ac,1,5
5d,2d,As,1,5
5d,2d,Ah,1,5
5d,2d,Ad,1,5
5d,2d,Ac,1,5
5d,2c,As,1,5
5d,2c,Ah,1,5
5d,2c,Ad,1,5
5d,2c,Ac,1,5
5c,2s,As,1,5
5c,2s,Ah,1,5
5c,2s,Ad,1,5
5c,2s,Ac,1,5
5c,2h,As,1,5
5c,2h,Ah,1,5
5c,2h,Ad,1,5
5c,2h,Ac,1,5
5c,2d,As,1,5
5c,2d,Ah,1,5
5c,2d,Ad,1,5
5c,2d,Ac,1,5
5c,2c,As,1,5
5c,2c,Ah,1,5
5c,2c,Ad,1,5
5c,2c,Ac,1,5
5s,3s,As,1,6
