Hand,Rank,OrderedRank
A,A,K,6,6,6,11,1
A,A,Q,6,6,6,11,1
A,A,J,6,6,6,11,1
A,A,T,6,6,6,11,1
A,A,9,6,6,6,11,1
A,A,8,6,6,6,11,1
A,A,7,6,6,6,11,1
A,A,6,6,6,5,11,1
A,A,6,6,6,4,11,1
A,A,6,6,3,3,11,1
A,6,6,3,2,2,11,1
K,K,6,6,6,2,11,1
K,Q,6,6,6,2,11,1
K,J,6,6,6,2,11,1
K,T,6,6,6,2,11,1
K,9,6,6,6,2,11,1
K,8,6,6,6,2,11,1
K,7,6,6,6,2,11,1
K,6,6,6,5,2,11,1
K,6,6,6,4,2,11,1
K,6,6,3,3,2,11,1
Q,Q,6,6,6,2,11,1
Q,J,6,6,6,2,11,1
Q,T,6,6,6,2,11,1
Q,9,6,6,6,2,11,1
Q,8,6,6,6,2,11,1
Q,7,6,6,6,2,11,1
Q,6,6,6,5,2,11,1
Q,6,6,6,4,2,11,1
Q,6,6,3,3,2,11,1
J,J,6,6,6,2,11,1
J,T,6,6,6,2,11,1
J,9,6,6,6,2,11,1
J,8,6,6,6,2,11,1
J,7,6,6,6,2,11,1
J,6,6,6,5,2,11,1
J,6,6,6,4,2,11,1
J,6,6,3,3,2,11,1
T,T,6,6,6,2,11,1
T,9,6,6,6,2,11,1
T,8,6,6,6,2,11,1
T,7,6,6,6,2,11,1
T,6,6,6,5,2,11,1
T,6,6,6,4,2,11,1
T,6,6,3,3,2,11,1
9,9,6,6,6,2,11,1
9,8,6,6,6,2,11,1
9,7,6,6,6,2,11,1
9,6,6,6,5,2,11,1
9,6,6,6,4,2,11,1
9,6,6,3,3,2,11,1
8,8,6,6,6,2,11,1
8,7,6,6,6,2,11,1
8,6,6,6,5,2,11,1
8,6,6,6,4,2,11,1
8,6,6,3,3,2,11,1
7,7,6,6,6,2,11,1
7,6,6,6,5,2,11,1
7,6,6,6,4,2,11,1
7,6,6,3,3,2,11,1
6,6,6,5,5,2,11,1
6,6,6,5,4,2,11,1
6,6,6,4,4,2,11,1
6,6,5,3,3,2,11,1
6,6,4,3,3,2,11,1
6,6,2,2,2,2,11,1
6,3,3,3,3,2,11,1
A,A,6,6,3,2,12,1
A,K,K,6,6,6,12,1
A,K,Q,6,6,6,12,1
A,K,J,6,6,6,12,1
A,K,T,6,6,6,12,1
A,K,9,6,6,6,12,1
A,K,8,6,6,6,12,1
A,K,7,6,6,6,12,1
A,K,6,6,6,5,12,1
A,K,6,6,6,4,12,1
A,K,6,6,3,3,12,1
A,Q,Q,6,6,6,12,1
A,Q,J,6,6,6,12,1
A,Q,T,6,6,6,12,1
A,Q,9,6,6,6,12,1
A,Q,8,6,6,6,12,1
A,Q,7,6,6,6,12,1
A,Q,6,6,6,5,12,1
A,Q,6,6,6,4,12,1
A,Q,6,6,3,3,12,1
A,J,J,6,6,6,12,1
A,J,T,6,6,6,12,1
A,J,9,6,6,6,12,1
A,J,8,6,6,6,12,1
A,J,7,6,6,6,12,1
A,J,6,6,6,5,12,1
A,J,6,6,6,4,12,1
A,J,6,6,3,3,12,1
A,T,T,6,6,6,12,1
A,T,9,6,6,6,12,1
A,T,8,6,6,6,12,1
A,T,7,6,6,6,12,1
A,T,6,6,6,5,12,1
A,T,6,6,6,4,12,1
A,T,6,6,3,3,12,1
A,9,9,6,6,6,12,1
A,9,8,6,6,6,12,1
A,9,7,6,6,6,12,1
A,9,6,6,6,5,12,1
A,9,6,6,6,4,12,1
A,9,6,6,3,3,12,1
A,8,8,6,6,6,12,1
A,8,7,6,6,6,12,1
A,8,6,6,6,5,12,1
A,8,6,6,6,4,12,1
A,8,6,6,3,3,12,1
A,7,7,6,6,6,12,1
A,7,6,6,6,5,12,1
A,7,6,6,6,4,12,1
A,7,6,6,3,3,12,1
A,6,6,6,5,5,12,1
A,6,6,6,5,4,12,1
A,6,6,6,4,4,12,1
A,6,6,5,3,3,12,1
A,6,6,4,3,3,12,1
A,6,6,2,2,2,12,1
A,6,3,3,3,3,12,1
K,6,6,3,2,2,12,1
Q,6,6,3,2,2,12,1
J,6,6,3,2,2,12,1
T,6,6,3,2,2,12,1
9,6,6,3,2,2,12,1
8,6,6,3,2,2,12,1
7,6,6,3,2,2,12,1
6,6,5,3,2,2,12,1
6,6,4,3,2,2,12,1
6,3,3,3,2,2,12,1
A,A,A,6,6,3,13,1
A,A,6,6,2,2,13,1
A,K,6,6,3,2,13,1
A,Q,6,6,3,2,13,1
A,J,6,6,3,2,13,1
A,T,6,6,3,2,13,1
A,9,6,6,3,2,13,1
A,8,6,6,3,2,13,1
A,7,6,6,3,2,13,1
A,6,6,5,3,2,13,1
A,6,6,4,3,2,13,1
A,6,3,3,3,2,13,1
K,K,K,6,6,6,13,1
K,K,Q,6,6,6,13,1
K,K,J,6,6,6,13,1
K,K,T,6,6,6,13,1
K,K,9,6,6,6,13,1
K,K,8,6,6,6,13,1
K,K,7,6,6,6,13,1
K,K,6,6,6,5,13,1
K,K,6,6,6,4,13,1
K,K,6,6,3,3,13,1
K,Q,Q,6,6,6,13,1
K,Q,J,6,6,6,13,1
K,Q,T,6,6,6,13,1
K,Q,9,6,6,6,13,1
K,Q,8,6,6,6,13,1
K,Q,7,6,6,6,13,1
K,Q,6,6,6,5,13,1
K,Q,6,6,6,4,13,1
K,Q,6,6,3,3,13,1
K,J,J,6,6,6,13,1
K,J,T,6,6,6,13,1
K,J,9,6,6,6,13,1
K,J,8,6,6,6,13,1
K,J,7,6,6,6,13,1
K,J,6,6,6,5,13,1
K,J,6,6,6,4,13,1
K,J,6,6,3,3,13,1
K,T,T,6,6,6,13,1
K,T,9,6,6,6,13,1
K,T,8,6,6,6,13,1
K,T,7,6,6,6,13,1
K,T,6,6,6,5,13,1
K,T,6,6,6,4,13,1
K,T,6,6,3,3,13,1
K,9,9,6,6,6,13,1
K,9,8,6,6,6,13,1
K,9,7,6,6,6,13,1
K,9,6,6,6,5,13,1
K,9,6,6,6,4,13,1
K,9,6,6,3,3,13,1
K,8,8,6,6,6,13,1
K,8,7,6,6,6,13,1
K,8,6,6,6,5,13,1
K,8,6,6,6,4,13,1
K,8,6,6,3,3,13,1
K,7,7,6,6,6,13,1
K,7,6,6,6,5,13,1
K,7,6,6,6,4,13,1
K,7,6,6,3,3,13,1
K,6,6,6,5,5,13,1
K,6,6,6,5,4,13,1
K,6,6,6,4,4,13,1
K,6,6,5,3,3,13,1
K,6,6,4,3,3,13,1
K,6,6,2,2,2,13,1
K,6,3,3,3,3,13,1
Q,Q,Q,6,6,6,13,1
Q,Q,J,6,6,6,13,1
Q,Q,T,6,6,6,13,1
Q,Q,9,6,6,6,13,1
Q,Q,8,6,6,6,13,1
Q,Q,7,6,6,6,13,1
Q,Q,6,6,6,5,13,1
Q,Q,6,6,6,4,13,1
Q,Q,6,6,3,3,13,1
Q,J,J,6,6,6,13,1
Q,J,T,6,6,6,13,1
Q,J,9,6,6,6,13,1
Q,J,8,6,6,6,13,1
Q,J,7,6,6,6,13,1
Q,J,6,6,6,5,13,1
Q,J,6,6,6,4,13,1
Q,J,6,6,3,3,13,1
Q,T,T,6,6,6,13,1
Q,T,9,6,6,6,13,1
Q,T,8,6,6,6,13,1
Q,T,7,6,6,6,13,1
Q,T,6,6,6,5,13,1
Q,T,6,6,6,4,13,1
Q,T,6,6,3,3,13,1
Q,9,9,6,6,6,13,1
Q,9,8,6,6,6,13,1
Q,9,7,6,6,6,13,1
Q,9,6,6,6,5,13,1
Q,9,6,6,6,4,13,1
Q,9,6,6,3,3,13,1
Q,8,8,6,6,6,13,1
Q,8,7,6,6,6,13,1
Q,8,6,6,6,5,13,1
Q,8,6,6,6,4,13,1
Q,8,6,6,3,3,13,1
Q,7,7,6,6,6,13,1
Q,7,6,6,6,5,13,1
Q,7,6,6,6,4,13,1
Q,7,6,6,3,3,13,1
Q,6,6,6,5,5,13,1
Q,6,6,6,5,4,13,1
Q,6,6,6,4,4,13,1
Q,6,6,5,3,3,13,1
Q,6,6,4,3,3,13,1
Q,6,6,2,2,2,13,1
Q,6,3,3,3,3,13,1
J,J,J,6,6,6,13,1
J,J,T,6,6,6,13,1
J,J,9,6,6,6,13,1
J,J,8,6,6,6,13,1
J,J,7,6,6,6,13,1
J,J,6,6,6,5,13,1
J,J,6,6,6,4,13,1
J,J,6,6,3,3,13,1
J,T,T,6,6,6,13,1
J,T,9,6,6,6,13,1
J,T,8,6,6,6,13,1
J,T,7,6,6,6,13,1
J,T,6,6,6,5,13,1
J,T,6,6,6,4,13,1
J,T,6,6,3,3,13,1
J,9,9,6,6,6,13,1
J,9,8,6,6,6,13,1
J,9,7,6,6,6,13,1
J,9,6,6,6,5,13,1
J,9,6,6,6,4,13,1
J,9,6,6,3,3,13,1
J,8,8,6,6,6,13,1
J,8,7,6,6,6,13,1
J,8,6,6,6,5,13,1
J,8,6,6,6,4,13,1
J,8,6,6,3,3,13,1
J,7,7,6,6,6,13,1
J,7,6,6,6,5,13,1
J,7,6,6,6,4,13,1
J,7,6,6,3,3,13,1
J,6,6,6,5,5,13,1
J,6,6,6,5,4,13,1
J,6,6,6,4,4,13,1
J,6,6,5,3,3,13,1
J,6,6,4,3,3,13,1
J,6,6,2,2,2,13,1
J,6,3,3,3,3,13,1
T,T,T,6,6,6,13,1
T,T,9,6,6,6,13,1
T,T,8,6,6,6,13,1
T,T,7,6,6,6,13,1
T,T,6,6,6,5,13,1
T,T,6,6,6,4,13,1
T,T,6,6,3,3,13,1
T,9,9,6,6,6,13,1
T,9,8,6,6,6,13,1
T,9,7,6,6,6,13,1
T,9,6,6,6,5,13,1
T,9,6,6,6,4,13,1
T,9,6,6,3,3,13,1
T,8,8,6,6,6,13,1
T,8,7,6,6,6,13,1
T,8,6,6,6,5,13,1
T,8,6,6,6,4,13,1
T,8,6,6,3,3,13,1
T,7,7,6,6,6,13,1
T,7,6,6,6,5,13,1
T,7,6,6,6,4,13,1
T,7,6,6,3,3,13,1
T,6,6,6,5,5,13,1
T,6,6,6,5,4,13,1
T,6,6,6,4,4,13,1
T,6,6,5,3,3,13,1
T,6,6,4,3,3,13,1
T,6,6,2,2,2,13,1
T,6,3,3,3,3,13,1
9,9,9,6,6,6,13,1
9,9,8,6,6,6,13,1
9,9,7,6,6,6,13,1
9,9,6,6,6,5,13,1
9,9,6,6,6,4,13,1
9,9,6,6,3,3,13,1
9,8,8,6,6,6,13,1
9,8,7,6,6,6,13,1
9,8,6,6,6,5,13,1
9,8,6,6,6,4,13,1
9,8,6,6,3,3,13,1
9,7,7,6,6,6,13,1
9,7,6,6,6,5,13,1
9,7,6,6,6,4,13,1
9,7,6,6,3,3,13,1
9,6,6,6,5,5,13,1
9,6,6,6,5,4,13,1
9,6,6,6,4,4,13,1
9,6,6,5,3,3,13,1
9,6,6,4,3,3,13,1
9,6,6,2,2,2,13,1
9,6,3,3,3,3,13,1
8,8,8,6,6,6,13,1
8,8,7,6,6,6,13,1
8,8,6,6,6,5,13,1
8,8,6,6,6,4,13,1
8,8,6,6,3,3,13,1
8,7,7,6,6,6,13,1
8,7,6,6,6,5,13,1
8,7,6,6,6,4,13,1
8,7,6,6,3,3,13,1
8,6,6,6,5,5,13,1
8,6,6,6,5,4,13,1
8,6,6,6,4,4,13,1
8,6,6,5,3,3,13,1
8,6,6,4,3,3,13,1
8,6,6,2,2,2,13,1
8,6,3,3,3,3,13,1
7,7,7,6,6,6,13,1
7,7,6,6,6,5,13,1
7,7,6,6,6,4,13,1
7,7,6,6,3,3,13,1
7,6,6,6,5,5,13,1
7,6,6,6,5,4,13,1
7,6,6,6,4,4,13,1
7,6,6,5,3,3,13,1
7,6,6,4,3,3,13,1
7,6,6,2,2,2,13,1
7,6,3,3,3,3,13,1
6,6,6,5,5,5,13,1
6,6,6,5,5,4,13,1
6,6,6,5,4,4,13,1
6,6,6,4,4,4,13,1
6,6,5,5,3,3,13,1
6,6,5,4,3,3,13,1
6,6,5,2,2,2,13,1
6,6,4,4,3,3,13,1
6,6,4,2,2,2,13,1
6,5,3,3,3,3,13,1
6,4,3,3,3,3,13,1
6,3,3,2,2,2,13,1
A,A,A,6,6,2,14,1
A,A,K,6,6,3,14,1
A,A,Q,6,6,3,14,1
A,A,J,6,6,3,14,1
A,A,T,6,6,3,14,1
A,A,9,6,6,3,14,1
A,A,8,6,6,3,14,1
A,A,7,6,6,3,14,1
A,A,6,6,5,3,14,1
A,A,6,6,4,3,14,1
A,A,6,3,3,3,14,1
A,K,6,6,2,2,14,1
A,Q,6,6,2,2,14,1
A,J,6,6,2,2,14,1
A,T,6,6,2,2,14,1
A,9,6,6,2,2,14,1
A,8,6,6,2,2,14,1
A,7,6,6,2,2,14,1
A,6,6,5,2,2,14,1
A,6,6,4,2,2,14,1
A,6,3,3,2,2,14,1
K,K,6,6,3,2,14,1
K,Q,6,6,3,2,14,1
K,J,6,6,3,2,14,1
K,T,6,6,3,2,14,1
K,9,6,6,3,2,14,1
K,8,6,6,3,2,14,1
K,7,6,6,3,2,14,1
K,6,6,5,3,2,14,1
K,6,6,4,3,2,14,1
K,6,3,3,3,2,14,1
Q,Q,6,6,3,2,14,1
Q,J,6,6,3,2,14,1
Q,T,6,6,3,2,14,1
Q,9,6,6,3,2,14,1
Q,8,6,6,3,2,14,1
Q,7,6,6,3,2,14,1
Q,6,6,5,3,2,14,1
Q,6,6,4,3,2,14,1
Q,6,3,3,3,2,14,1
J,J,6,6,3,2,14,1
J,T,6,6,3,2,14,1
J,9,6,6,3,2,14,1
J,8,6,6,3,2,14,1
J,7,6,6,3,2,14,1
J,6,6,5,3,2,14,1
J,6,6,4,3,2,14,1
J,6,3,3,3,2,14,1
T,T,6,6,3,2,14,1
T,9,6,6,3,2,14,1
T,8,6,6,3,2,14,1
T,7,6,6,3,2,14,1
T,6,6,5,3,2,14,1
T,6,6,4,3,2,14,1
T,6,3,3,3,2,14,1
9,9,6,6,3,2,14,1
9,8,6,6,3,2,14,1
9,7,6,6,3,2,14,1
9,6,6,5,3,2,14,1
9,6,6,4,3,2,14,1
9,6,3,3,3,2,14,1
8,8,6,6,3,2,14,1
8,7,6,6,3,2,14,1
8,6,6,5,3,2,14,1
8,6,6,4,3,2,14,1
8,6,3,3,3,2,14,1
7,7,6,6,3,2,14,1
7,6,6,5,3,2,14,1
7,6,6,4,3,2,14,1
7,6,3,3,3,2,14,1
6,6,5,5,3,2,14,1
6,6,5,4,3,2,14,1
6,6,4,4,3,2,14,1
6,5,3,3,3,2,14,1
6,4,3,3,3,2,14,1
6,3,2,2,2,2,14,1
A,A,A,A,6,6,15,1
A,A,K,6,6,2,15,1
A,A,Q,6,6,2,15,1
A,A,J,6,6,2,15,1
A,A,T,6,6,2,15,1
A,A,9,6,6,2,15,1
A,A,8,6,6,2,15,1
A,A,7,6,6,2,15,1
A,A,6,6,5,2,15,1
A,A,6,6,4,2,15,1
A,A,6,3,3,2,15,1
A,K,K,6,6,3,15,1
A,K,Q,6,6,3,15,1
A,K,J,6,6,3,15,1
A,K,T,6,6,3,15,1
A,K,9,6,6,3,15,1
A,K,8,6,6,3,15,1
A,K,7,6,6,3,15,1
A,K,6,6,5,3,15,1
A,K,6,6,4,3,15,1
A,K,6,3,3,3,15,1
A,Q,Q,6,6,3,15,1
A,Q,J,6,6,3,15,1
A,Q,T,6,6,3,15,1
A,Q,9,6,6,3,15,1
A,Q,8,6,6,3,15,1
A,Q,7,6,6,3,15,1
A,Q,6,6,5,3,15,1
A,Q,6,6,4,3,15,1
A,Q,6,3,3,3,15,1
A,J,J,6,6,3,15,1
A,J,T,6,6,3,15,1
A,J,9,6,6,3,15,1
A,J,8,6,6,3,15,1
A,J,7,6,6,3,15,1
A,J,6,6,5,3,15,1
A,J,6,6,4,3,15,1
A,J,6,3,3,3,15,1
A,T,T,6,6,3,15,1
A,T,9,6,6,3,15,1
A,T,8,6,6,3,15,1
A,T,7,6,6,3,15,1
A,T,6,6,5,3,15,1
A,T,6,6,4,3,15,1
A,T,6,3,3,3,15,1
A,9,9,6,6,3,15,1
A,9,8,6,6,3,15,1
A,9,7,6,6,3,15,1
A,9,6,6,5,3,15,1
A,9,6,6,4,3,15,1
A,9,6,3,3,3,15,1
A,8,8,6,6,3,15,1
A,8,7,6,6,3,15,1
A,8,6,6,5,3,15,1
A,8,6,6,4,3,15,1
A,8,6,3,3,3,15,1
A,7,7,6,6,3,15,1
A,7,6,6,5,3,15,1
A,7,6,6,4,3,15,1
A,7,6,3,3,3,15,1
A,6,6,5,5,3,15,1
A,6,6,5,4,3,15,1
A,6,6,4,4,3,15,1
A,6,5,3,3,3,15,1
A,6,4,3,3,3,15,1
A,6,3,2,2,2,15,1
K,K,6,6,2,2,15,1
K,Q,6,6,2,2,15,1
K,J,6,6,2,2,15,1
K,T,6,6,2,2,15,1
K,9,6,6,2,2,15,1
K,8,6,6,2,2,15,1
K,7,6,6,2,2,15,1
K,6,6,5,2,2,15,1
K,6,6,4,2,2,15,1
K,6,3,3,2,2,15,1
Q,Q,6,6,2,2,15,1
Q,J,6,6,2,2,15,1
Q,T,6,6,2,2,15,1
Q,9,6,6,2,2,15,1
Q,8,6,6,2,2,15,1
Q,7,6,6,2,2,15,1
Q,6,6,5,2,2,15,1
Q,6,6,4,2,2,15,1
Q,6,3,3,2,2,15,1
J,J,6,6,2,2,15,1
J,T,6,6,2,2,15,1
J,9,6,6,2,2,15,1
J,8,6,6,2,2,15,1
J,7,6,6,2,2,15,1
J,6,6,5,2,2,15,1
J,6,6,4,2,2,15,1
J,6,3,3,2,2,15,1
T,T,6,6,2,2,15,1
T,9,6,6,2,2,15,1
T,8,6,6,2,2,15,1
T,7,6,6,2,2,15,1
T,6,6,5,2,2,15,1
T,6,6,4,2,2,15,1
T,6,3,3,2,2,15,1
9,9,6,6,2,2,15,1
9,8,6,6,2,2,15,1
9,7,6,6,2,2,15,1
9,6,6,5,2,2,15,1
9,6,6,4,2,2,15,1
9,6,3,3,2,2,15,1
8,8,6,6,2,2,15,1
8,7,6,6,2,2,15,1
8,6,6,5,2,2,15,1
8,6,6,4,2,2,15,1
8,6,3,3,2,2,15,1
7,7,6,6,2,2,15,1
7,6,6,5,2,2,15,1
7,6,6,4,2,2,15,1
7,6,3,3,2,2,15,1
6,6,5,5,2,2,15,1
6,6,5,4,2,2,15,1
6,6,4,4,2,2,15,1
6,5,3,3,2,2,15,1
6,4,3,3,2,2,15,1
3,3,3,3,2,2,15,1
A,A,A,K,6,6,16,1
A,A,A,Q,6,6,16,1
A,A,A,J,6,6,16,1
A,A,A,T,6,6,16,1
A,A,A,9,6,6,16,1
A,A,A,8,6,6,16,1
A,A,A,7,6,6,16,1
A,A,A,6,6,5,16,1
A,A,A,6,6,4,16,1
A,A,A,6,3,3,16,1
A,A,6,3,2,2,16,1
A,K,K,6,6,2,16,1
A,K,Q,6,6,2,16,1
A,K,J,6,6,2,16,1
A,K,T,6,6,2,16,1
A,K,9,6,6,2,16,1
A,K,8,6,6,2,16,1
A,K,7,6,6,2,16,1
A,K,6,6,5,2,16,1
A,K,6,6,4,2,16,1
A,K,6,3,3,2,16,1
A,Q,Q,6,6,2,16,1
A,Q,J,6,6,2,16,1
A,Q,T,6,6,2,16,1
A,Q,9,6,6,2,16,1
A,Q,8,6,6,2,16,1
A,Q,7,6,6,2,16,1
A,Q,6,6,5,2,16,1
A,Q,6,6,4,2,16,1
A,Q,6,3,3,2,16,1
A,J,J,6,6,2,16,1
A,J,T,6,6,2,16,1
A,J,9,6,6,2,16,1
A,J,8,6,6,2,16,1
A,J,7,6,6,2,16,1
A,J,6,6,5,2,16,1
A,J,6,6,4,2,16,1
A,J,6,3,3,2,16,1
A,T,T,6,6,2,16,1
A,T,9,6,6,2,16,1
A,T,8,6,6,2,16,1
A,T,7,6,6,2,16,1
A,T,6,6,5,2,16,1
A,T,6,6,4,2,16,1
A,T,6,3,3,2,16,1
A,9,9,6,6,2,16,1
A,9,8,6,6,2,16,1
A,9,7,6,6,2,16,1
A,9,6,6,5,2,16,1
A,9,6,6,4,2,16,1
A,9,6,3,3,2,16,1
A,8,8,6,6,2,16,1
A,8,7,6,6,2,16,1
A,8,6,6,5,2,16,1
A,8,6,6,4,2,16,1
A,8,6,3,3,2,16,1
A,7,7,6,6,2,16,1
A,7,6,6,5,2,16,1
A,7,6,6,4,2,16,1
A,7,6,3,3,2,16,1
A,6,6,5,5,2,16,1
A,6,6,5,4,2,16,1
A,6,6,4,4,2,16,1
A,6,5,3,3,2,16,1
A,6,4,3,3,2,16,1
A,6,2,2,2,2,16,1
A,3,3,3,3,2,16,1
K,K,K,6,6,3,16,1
K,K,Q,6,6,3,16,1
K,K,J,6,6,3,16,1
K,K,T,6,6,3,16,1
K,K,9,6,6,3,16,1
K,K,8,6,6,3,16,1
K,K,7,6,6,3,16,1
K,K,6,6,5,3,16,1
K,K,6,6,4,3,16,1
K,K,6,3,3,3,16,1
K,Q,Q,6,6,3,16,1
K,Q,J,6,6,3,16,1
K,Q,T,6,6,3,16,1
K,Q,9,6,6,3,16,1
K,Q,8,6,6,3,16,1
K,Q,7,6,6,3,16,1
K,Q,6,6,5,3,16,1
K,Q,6,6,4,3,16,1
K,Q,6,3,3,3,16,1
K,J,J,6,6,3,16,1
K,J,T,6,6,3,16,1
K,J,9,6,6,3,16,1
K,J,8,6,6,3,16,1
K,J,7,6,6,3,16,1
K,J,6,6,5,3,16,1
K,J,6,6,4,3,16,1
K,J,6,3,3,3,16,1
K,T,T,6,6,3,16,1
K,T,9,6,6,3,16,1
