Hand,Rank,OrderedRank
As,Ah,Ad,Ac,1,1
Ks,Kh,Kd,Kc,1,2
Qs,Qh,Qd,Qc,1,3
Js,Jh,Jd,Jc,1,4
7s,7h,7d,7c,1,5
6s,6h,6d,6c,1,6
5s,5h,5d,5c,1,7
4s,4h,4d,4c,1,8
3s,3h,3d,3c,1,9
2s,2h,2d,2c,1,10
As,Ah,Ad,Ks,2,1
As,Ah,Ad,Kh,2,1
As,Ah,Ad,Kd,2,1
As,Ah,Ad,Kc,2,1
As,Ah,Ad,Qs,2,2
As,Ah,Ad,Qh,2,2
As,Ah,Ad,Qd,2,2
As,Ah,Ad,Qc,2,2
As,Ah,Ad,Js,2,3
As,Ah,Ad,Jh,2,3
As,Ah,Ad,Jd,2,3
As,Ah,Ad,Jc,2,3
As,Ah,Ad,7s,2,4
As,Ah,Ad,7h,2,4
As,Ah,Ad,7d,2,4
As,Ah,Ad,7c,2,4
As,Ah,Ad,6s,2,5
As,Ah,Ad,6h,2,5
As,Ah,Ad,6d,2,5
As,Ah,Ad,6c,2,5
As,Ah,Ad,5s,2,6
As,Ah,Ad,5h,2,6
As,Ah,Ad,5d,2,6
As,Ah,Ad,5c,2,6
As,Ah,Ad,4s,2,7
As,Ah,Ad,4h,2,7
As,Ah,Ad,4d,2,7
As,Ah,Ad,4c,2,7
As,Ah,Ad,3s,2,8
As,Ah,Ad,3h,2,8
As,Ah,Ad,3d,2,8
As,Ah,Ad,3c,2,8
As,Ah,Ad,2s,2,9
As,Ah,Ad,2h,2,9
As,Ah,Ad,2d,2,9
As,Ah,Ad,2c,2,9
As,Ah,Ac,Ks,2,10
As,Ah,Ac,Kh,2,10
As,Ah,Ac,Kd,2,10
As,Ah,Ac,Kc,2,10
As,Ah,Ac,Qs,2,11
As,Ah,Ac,Qh,2,11
As,Ah,Ac,Qd,2,11
As,Ah,Ac,Qc,2,11
As,Ah,Ac,Js,2,12
As,Ah,Ac,Jh,2,12
As,Ah,Ac,Jd,2,12
As,Ah,Ac,Jc,2,12
As,Ah,Ac,7s,2,13
As,Ah,Ac,7h,2,13
As,Ah,Ac,7d,2,13
As,Ah,Ac,7c,2,13
As,Ah,Ac,6s,2,14
As,Ah,Ac,6h,2,14
As,Ah,Ac,6d,2,14
As,Ah,Ac,6c,2,14
As,Ah,Ac,5s,2,15
As,Ah,Ac,5h,2,15
As,Ah,Ac,5d,2,15
As,Ah,Ac,5c,2,15
As,Ah,Ac,4s,2,16
As,Ah,Ac,4h,2,16
As,Ah,Ac,4d,2,16
As,Ah,Ac,4c,2,16
As,Ah,Ac,3s,2,17
As,Ah,Ac,3h,2,17
As,Ah,Ac,3d,2,17
As,Ah,Ac,3c,2,17
As,Ah,Ac,2s,2,18
As,Ah,Ac,2h,2,18
As,Ah,Ac,2d,2,18
As,Ah,Ac,2c,2,18
As,Ad,Ac,Ks,2,19
As,Ad,Ac,Kh,2,19
As,Ad,Ac,Kd,2,19
As,Ad,Ac,Kc,2,19
As,Ad,Ac,Qs,2,20
As,Ad,Ac,Qh,2,20
As,Ad,Ac,Qd,2,20
As,Ad,Ac,Qc,2,20
As,Ad,Ac,Js,2,21
As,Ad,Ac,Jh,2,21
As,Ad,Ac,Jd,2,21
As,Ad,Ac,Jc,2,21
As,Ad,Ac,7s,2,22
As,Ad,Ac,7h,2,22
As,Ad,Ac,7d,2,22
As,Ad,Ac,7c,2,22
As,Ad,Ac,6s,2,23
As,Ad,Ac,6h,2,23
As,Ad,Ac,6d,2,23
As,Ad,Ac,6c,2,23
As,Ad,Ac,5s,2,24
As,Ad,Ac,5h,2,24
As,Ad,Ac,5d,2,24
As,Ad,Ac,5c,2,24
As,Ad,Ac,4s,2,25
As,Ad,Ac,4h,2,25
As,Ad,Ac,4d,2,25
As,Ad,Ac,4c,2,25
As,Ad,Ac,3s,2,26
As,Ad,Ac,3h,2,26
As,Ad,Ac,3d,2,26
As,Ad,Ac,3c,2,26
As,Ad,Ac,2s,2,27
As,Ad,Ac,2h,2,27
As,Ad,Ac,2d,2,27
As,Ad,Ac,2c,2,27
Ah,Ad,Ac,Ks,2,28
Ah,Ad,Ac,Kh,2,28
Ah,Ad,Ac,Kd,2,28
Ah,Ad,Ac,Kc,2,28
Ah,Ad,Ac,Qs,2,29
Ah,Ad,Ac,Qh,2,29
Ah,Ad,Ac,Qd,2,29
Ah,Ad,Ac,Qc,2,29
Ah,Ad,Ac,Js,2,30
Ah,Ad,Ac,Jh,2,30
Ah,Ad,Ac,Jd,2,30
Ah,Ad,Ac,Jc,2,30
Ah,Ad,Ac,7s,2,31
Ah,Ad,Ac,7h,2,31
Ah,Ad,Ac,7d,2,31
Ah,Ad,Ac,7c,2,31
Ah,Ad,Ac,6s,2,32
Ah,Ad,Ac,6h,2,32
Ah,Ad,Ac,6d,2,32
Ah,Ad,Ac,6c,2,32
Ah,Ad,Ac,5s,2,33
Ah,Ad,Ac,5h,2,33
Ah,Ad,Ac,5d,2,33
Ah,Ad,Ac,5c,2,33
Ah,Ad,Ac,4s,2,34
Ah,Ad,Ac,4h,2,34
Ah,Ad,Ac,4d,2,34
Ah,Ad,Ac,4c,2,34
Ah,Ad,Ac,3s,2,35
Ah,Ad,Ac,3h,2,35
Ah,Ad,Ac,3d,2,35
Ah,Ad,Ac,3c,2,35
Ah,Ad,Ac,2s,2,36
Ah,Ad,Ac,2h,2,36
Ah,Ad,Ac,2d,2,36
Ah,Ad,Ac,2c,2,36
As,Ks,Kh,Kd,2,37
Ah,Ks,Kh,Kd,2,37
Ad,Ks,Kh,Kd,2,37
Ac,Ks,Kh,Kd,2,37
Ks,Kh,Kd,Qs,2,38
Ks,Kh,Kd,Qh,2,38
Ks,Kh,Kd,Qd,2,38
Ks,Kh,Kd,Qc,2,38
Ks,Kh,Kd,Js,2,39
Ks,Kh,Kd,Jh,2,39
Ks,Kh,Kd,Jd,2,39
Ks,Kh,Kd,Jc,2,39
Ks,Kh,Kd,7s,2,40
Ks,Kh,Kd,7h,2,40
Ks,Kh,Kd,7d,2,40
Ks,Kh,Kd,7c,2,40
Ks,Kh,Kd,6s,2,41
Ks,Kh,Kd,6h,2,41
Ks,Kh,Kd,6d,2,41
Ks,Kh,Kd,6c,2,41
Ks,Kh,Kd,5s,2,42
Ks,Kh,Kd,5h,2,42
Ks,Kh,Kd,5d,2,42
Ks,Kh,Kd,5c,2,42
Ks,Kh,Kd,4s,2,43
Ks,Kh,Kd,4h,2,43
Ks,Kh,Kd,4d,2,43
Ks,Kh,Kd,4c,2,43
Ks,Kh,Kd,3s,2,44
Ks,Kh,Kd,3h,2,44
Ks,Kh,Kd,3d,2,44
Ks,Kh,Kd,3c,2,44
Ks,Kh,Kd,2s,2,45
Ks,Kh,Kd,2h,2,45
Ks,Kh,Kd,2d,2,45
Ks,Kh,Kd,2c,2,45
As,Ks,Kh,Kc,2,46
Ah,Ks,Kh,Kc,2,46
Ad,Ks,Kh,Kc,2,46
Ac,Ks,Kh,Kc,2,46
Ks,Kh,Kc,Qs,2,47
Ks,Kh,Kc,Qh,2,47
Ks,Kh,Kc,Qd,2,47
Ks,Kh,Kc,Qc,2,47
Ks,Kh,Kc,Js,2,48
Ks,Kh,Kc,Jh,2,48
Ks,Kh,Kc,Jd,2,48
Ks,Kh,Kc,Jc,2,48
Ks,Kh,Kc,7s,2,49
Ks,Kh,Kc,7h,2,49
Ks,Kh,Kc,7d,2,49
Ks,Kh,Kc,7c,2,49
Ks,Kh,Kc,6s,2,50
Ks,Kh,Kc,6h,2,50
Ks,Kh,Kc,6d,2,50
Ks,Kh,Kc,6c,2,50
Ks,Kh,Kc,5s,2,51
Ks,Kh,Kc,5h,2,51
Ks,Kh,Kc,5d,2,51
Ks,Kh,Kc,5c,2,51
Ks,Kh,Kc,4s,2,52
Ks,Kh,Kc,4h,2,52
Ks,Kh,Kc,4d,2,52
Ks,Kh,Kc,4c,2,52
Ks,Kh,Kc,3s,2,53
Ks,Kh,Kc,3h,2,53
Ks,Kh,Kc,3d,2,53
Ks,Kh,Kc,3c,2,53
Ks,Kh,Kc,2s,2,54
Ks,Kh,Kc,2h,2,54
Ks,Kh,Kc,2d,2,54
Ks,Kh,Kc,2c,2,54
As,Ks,Kd,Kc,2,55
Ah,Ks,Kd,Kc,2,55
Ad,Ks,Kd,Kc,2,55
Ac,Ks,Kd,Kc,2,55
Ks,Kd,Kc,Qs,2,56
Ks,Kd,Kc,Qh,2,56
Ks,Kd,Kc,Qd,2,56
Ks,Kd,Kc,Qc,2,56
Ks,Kd,Kc,Js,2,57
Ks,Kd,Kc,Jh,2,57
Ks,Kd,Kc,Jd,2,57
